kaupunginosa,huoneisto,talotyyppi,neliot,velaton_hinta,neliohinta,rakennusvuosi,kerros,hissi,kunto,tontti,energialuokka,apartment_type,postcode
Saareksiinmäki,4 h + k + s + tkh,ok,"120,00",121000,1008,1981,2/2,ei,hyvä,oma,,Neljä huonetta tai enemmän,55100
Meltola,"4h,k,khh,kph,s,...",ok,"115,00",230000,2000,2017,,ei,hyvä,oma,B2018,Neljä huonetta tai enemmän,55100
Sotkulampi,4 h + k + s,ok,"77,50",29000,374,1970,1/1,ei,tyyd.,oma,,Neljä huonetta tai enemmän,55100
Saareksiinmäki,Ylak: 5h+k+s+kp...,ok,"147,00",145000,986,1968,1/2,ei,hyvä,oma,C2018,Neljä huonetta tai enemmän,55100
,"5 h, k, s, at, ...",ok,"149,00",69000,463,1966,1/1,ei,tyyd.,oma,E2018,Neljä huonetta tai enemmän,55100
,4h+k+apuk+s+puk...,ok,"132,00",90000,682,1981,1/1,ei,tyyd.,oma,,Neljä huonetta tai enemmän,55100
,4 h + k + s,ok,"97,00",117000,1206,1949,1/1,ei,tyyd.,oma,E2018,Neljä huonetta tai enemmän,55100
,"4(5)h,k,khh,kph,s",ok,"127,00",230000,1811,2018,,ei,hyvä,vuokra,B2018,Neljä huonetta tai enemmän,55100
,4 h + k + s + 2...,ok,"110,00",62500,568,1956,1/1,ei,tyyd.,oma,F2018,Neljä huonetta tai enemmän,55100
Karhukallio,5 h + k + s,ok,"117,00",141000,1205,1988,1/1,ei,hyvä,vuokra,,Neljä huonetta tai enemmän,55420
Karhukallio,"k, ruokailuhuon...",ok,"95,00",35000,368,1953,1/2,ei,tyyd.,oma,,Neljä huonetta tai enemmän,55420
Karhukallio,"4h, k, s",ok,"102,00",57500,564,1954,-1/2,ei,hyvä,oma,,Neljä huonetta tai enemmän,55420
,4 h + k + s,ok,"120,00",260000,2167,2022,1/1,ei,hyvä,vuokra,B2018,Neljä huonetta tai enemmän,55420
Sienimäki,2h+k+p,kt,"52,50",5500,105,1967,2/3,ei,tyyd.,oma,F2013,Kaksiot,55510
Sienimäki,"2,k",kt,"54,50",8700,160,1973,2/3,ei,huono,oma,,Kaksiot,55510
Sienimäki,2h+k,kt,"57,70",11000,191,1973,2/3,ei,hyvä,oma,E2013,Kaksiot,55510
Sienimäki,"2h, k",kt,"57,00",5200,91,1972,2/3,ei,huono,oma,F2013,Kaksiot,55510
Sienimäki,"2h,k,s",rt,"66,00",43000,652,1975,1/1,ei,hyvä,oma,,Kaksiot,55510
Sienimäki,"4h,k,s,at",ok,"100,00",14000,140,1966,1/1,ei,tyyd.,oma,,Neljä huonetta tai enemmän,55510
Sienimäki,"4h,k,parv",kt,"87,50",18000,206,1967,2/3,ei,hyvä,oma,E2013,Neljä huonetta tai enemmän,55510
Sienimäki,4h+k+s,ok,"78,70",45000,572,1960,1/1,ei,hyvä,oma,,Neljä huonetta tai enemmän,55510
Sienimäki,"4h,k,wc,s,psh,v...",ok,"104,00",65000,625,1961,1/2,ei,hyvä,oma,,Neljä huonetta tai enemmän,55510
Rajapatsas,"2h,k",kt,"56,00",8500,152,1972,1/3,ei,,oma,F2013,Kaksiot,55610
Rajapatsas,2h+k+p,kt,"56,00",7500,134,1966,2/3,ei,tyyd.,oma,F2013,Kaksiot,55610
Rajapatsas,2 h + k,kt,"53,00",16342,308,1967,2/3,ei,huono,oma,E2013,Kaksiot,55610
Rajapatsas,2 h + k,kt,"65,50",37000,565,1973,1/5,on,hyvä,vuokra,F2013,Kaksiot,55610
Rajapatsas,4h + k + p,kt,"86,00",20000,233,1966,2/3,ei,tyyd.,oma,F2013,Neljä huonetta tai enemmän,55610
,5h+aula+k+3 kpl...,ok,"118,00",127000,1076,1958,1/1,ei,hyvä,oma,,Neljä huonetta tai enemmän,55610
,4h+k+s+psh+oles...,ok,"96,00",70000,729,1966,1/2,ei,tyyd.,oma,D2018,Neljä huonetta tai enemmän,55610
,"4h,k,s,psh,2xwc...",ok,"68,00",10000,147,1952,,ei,,oma,,Neljä huonetta tai enemmän,55610
,4 h + k + s,ok,"107,00",76000,710,1980,1/1,ei,hyvä,oma,,Neljä huonetta tai enemmän,55610
Vuoksenniska,1 h + kk,kt,"30,00",11792,393,1973,6/6,on,tyyd.,oma,E2013,Yksiöt,55800
Vuoksenniska,"1 h, k, alk",kt,"41,50",4500,108,1961,1/2,ei,tyyd.,oma,,Yksiöt,55800
Vuoksenniska,"1h,kk",kt,"35,00",18256,522,1974,1/3,ei,hyvä,oma,E2013,Yksiöt,55800
Vuoksenniska,2h + k + s,kt,"54,50",72500,1330,2005,3/3,on,hyvä,oma,E2013,Kaksiot,55800
Vuoksenniska,"2h,k",kt,"49,00",6000,122,1974,2/3,ei,tyyd.,oma,F2013,Kaksiot,55800
Vuoksenniska,2h+k,kt,"53,00",8000,151,1973,3/3,ei,tyyd.,oma,F2013,Kaksiot,55800
Vuoksenniska,"2h,k,kph,parv.",kt,"48,50",6000,124,1958,3/4,ei,tyyd.,oma,F2013,Kaksiot,55800
Vuoksenniska,"2h,kk",kt,"47,00",25000,532,1977,1/3,ei,,oma,E2013,Kaksiot,55800
Vuoksenniska,2 h + k + s,kt,"66,00",34500,523,1984,3/3,ei,hyvä,vuokra,,Kaksiot,55800
Vuoksenniska,2 h + k,kt,"51,00",14500,284,1974,1/3,ei,tyyd.,oma,,Kaksiot,55800
Vuoksenniska,2h+k,kt,"51,50",26000,505,1962,3/3,ei,hyvä,oma,F2013,Kaksiot,55800
Vuoksenniska,2 h + k,kt,"49,00",16000,327,1975,2/3,ei,tyyd.,oma,E2013,Kaksiot,55800
Vuoksenniska,3 h + k,kt,"76,20",19000,249,1964,2/3,ei,tyyd.,vuokra,G2013,Kolmiot,55800
Vuoksenniska,3h+k+kh,kt,"76,70",21000,274,1970,1/3,ei,hyvä,oma,F2013,Kolmiot,55800
Tiehaaranmäki,"3h,k,vh,psh",kt,"69,00",12000,174,1972,2/2,ei,hyvä,oma,G2013,Kolmiot,55800
Vuoksenniska,3 h + k,kt,"76,20",16000,210,1965,3/3,ei,tyyd.,vuokra,G2013,Kolmiot,55800
Vuoksenniska,3h+k+p,kt,"76,20",23000,302,1965,1/3,ei,tyyd.,vuokra,G2013,Kolmiot,55800
Vuoksenniska,3 h + k,kt,"73,50",14300,195,1971,2/6,on,tyyd.,oma,D2018,Kolmiot,55800
Vuoksenniska,"4h,k,s,at",rt,"119,30",17500,147,1974,1/1,ei,tyyd.,oma,,Neljä huonetta tai enemmän,55800
Vuoksenniska,"5h,k,khh, kph,s,wc",ok,"118,00",91000,771,1977,,ei,hyvä,oma,D2018,Neljä huonetta tai enemmän,55800
Vuoksenniska,"4h, k, s",ok,"90,00",32000,356,1979,-1/1,ei,tyyd.,oma,,Neljä huonetta tai enemmän,55800
Vuoksenniska,4 h+k+s+työ...,ok,"166,00",107600,648,1985,1/1,ei,hyvä,vuokra,,Neljä huonetta tai enemmän,55800
,"4h, k, s,",ok,"110,00",20000,182,1973,-1/1,ei,tyyd.,oma,,Neljä huonetta tai enemmän,55800
,4 h + k + s,ok,"105,00",76000,724,1952,1/2,ei,tyyd.,oma,E2018,Neljä huonetta tai enemmän,55800
,4 h + k + s,ok,"92,00",13000,141,1960,1/1,ei,,oma,,Neljä huonetta tai enemmän,55800
,4 h + k + s + at,ok,"90,00",9000,100,1961,1/1,ei,huono,oma,,Neljä huonetta tai enemmän,55800
,4 h + k + psh +...,ok,"83,00",75000,904,1954,1/1,ei,hyvä,oma,,Neljä huonetta tai enemmän,55800
,"5h, k, s",ok,"120,00",22320,186,1977,-1/1,ei,tyyd.,oma,,Neljä huonetta tai enemmän,55800
,empty,ok,"78,70",21450,273,1959,1/1,ei,tyyd.,oma,,Neljä huonetta tai enemmän,55800
,"7h, k, wc",ok,"490,00",5000,10,1962,-1/1,ei,tyyd.,oma,,Neljä huonetta tai enemmän,56440
,"7h, k, wc",ok,"490,00",5000,10,1962,-1/1,ei,tyyd.,oma,,Neljä huonetta tai enemmän,56440
,"5h,k,khh,psh,s,...",ok,"127,20",125000,983,2009,1/1,ei,hyvä,vuokra,,Neljä huonetta tai enemmän,56440
Keskusta,"1h,kk,p",kt,"33,00",67000,2030,1980,1/4,on,,oma,D2018,Yksiöt,57100
Keskusta,"1h,kk,s",kt,"34,00",60000,1765,1990,4/5,on,,oma,D2013,Yksiöt,57100
Heikinpohja,"1h,kt,s",kt,"37,00",52000,1405,2004,3/4,on,,oma,F2013,Yksiöt,57100
Heikinpohja,"1h,kk",kt,"25,00",28369,1135,1963,,ei,,oma,E2018,Yksiöt,57100
Heikinpohja,"1h, kk, kph, pa...",kt,"27,00",30750,1139,1963,2/4,ei,tyyd.,oma,F2013,Yksiöt,57100
Keskusta,"2h,kk,s",kt,"45,00",100000,2222,2003,1/4,on,,oma,E2018,Kaksiot,57100
Keskusta,"2h,kk,s",kt,"90,00",76500,850,1954,1/3,ei,,oma,F2018,Kaksiot,57100
Talvisalo,"2h,k,p",kt,"56,00",30000,536,1978,1/3,ei,,vuokra,F2013,Kaksiot,57100
Heikinpohja,"2h,k,kh,p",kt,"56,00",34000,607,1963,3/3,ei,,oma,F2013,Kaksiot,57100
Keskusta,"2h,k",kt,"52,00",70000,1346,1982,3/3,ei,,oma,D2018,Kaksiot,57100
Heikinpohja,"2h,k,kh",kt,"48,00",28000,583,1963,1/3,ei,,oma,F2013,Kaksiot,57100
Keskusta,"2h,kk",kt,"45,00",57000,1267,1972,1/4,ei,,oma,D2018,Kaksiot,57100
Heikinpohja,"2h,k",kt,"49,00",45000,918,1954,3/3,ei,,oma,F2013,Kaksiot,57100
Keskusta,"2h,k,s",kt,"55,00",84000,1527,1984,2/3,on,,oma,F2013,Kaksiot,57100
Keskusta,"2h,k,s,p",kt,"49,00",135000,2755,2013,2/6,on,,oma,E2013,Kaksiot,57100
Keskusta,"2h,k,p",kt,"57,00",135000,2368,2007,2/6,on,,oma,D2018,Kaksiot,57100
Keskusta,"2h,k,s,p",kt,"49,00",126000,2571,2007,2/6,on,,oma,D2018,Kaksiot,57100
Keskusta,"2h,k,s",kt,"44,00",115000,2614,2010,2/5,on,,oma,E2013,Kaksiot,57100
Heikinpohja,"2h,kk",kt,"50,00",47000,940,1957,1/4,ei,,oma,F2013,Kaksiot,57100
Keskusta,"2h,kk",kt,"42,00",44500,1060,1959,3/3,ei,,oma,G2013,Kaksiot,57100
Keskusta,"2h,k,s",kt,"63,00",48000,762,1979,1/4,ei,,vuokra,E2013,Kaksiot,57100
Keskusta,"3h,k,s,p",kt,"62,00",148000,2387,2010,4/5,on,,oma,C2018,Kolmiot,57100
Heikinpohja,"3h,k,s",kt,"76,00",170000,2237,2014,2/4,on,,oma,C2018,Kolmiot,57100
Heikinpohja,"3h,k,p",kt,"75,00",85000,1133,1965,3/3,on,,oma,D2018,Kolmiot,57100
Keskusta,"3h,k,p",kt,"72,00",100000,1389,1970,2/3,on,,oma,E2018,Kolmiot,57100
Heikinpohja,"3h,k,s,p",kt,"76,00",187000,2461,2014,4/4,on,,oma,C2018,Kolmiot,57100
Keskusta,"3h, k, s, kh, l...",kt,"70,00",165000,2357,2006,2/6,on,hyvä,oma,C2018,Kolmiot,57100
Keskusta,"1h,kk,s ja 2h,k",kt,"87,00",155000,1782,1990,5/5,on,,oma,D2013,Kolmiot,57100
Heikinpohja,"3h,k",kt,"70,00",34296,490,1965,1/3,ei,,oma,F2013,Kolmiot,57100
Keskusta,"4h, k, kph",kt,"87,00",53000,609,1967,3/4,ei,hyvä,oma,E2018,Neljä huonetta tai enemmän,57100
Keskusta,"4h, k, kph",kt,"87,00",53000,609,1967,3/4,ei,hyvä,oma,E2018,Neljä huonetta tai enemmän,57100
Keskusta,"4h,k,p",kt,"78,00",47500,609,1974,2/3,ei,,oma,,Neljä huonetta tai enemmän,57100
Miekkoniemi,"2h,k,s,p",kt,"56,00",38000,679,1988,2/2,ei,,oma,D2018,Kaksiot,57200
Miekkoniemi,"2h,k,s",kt,"56,00",45000,804,1988,1/2,ei,,oma,F2013,Kaksiot,57200
Mertala,"2h, k",kt,"46,00",8910,194,1951,2/2,ei,huono,vuokra,C2007,Kaksiot,57200
Mertala,"2h, k",kt,"46,00",13000,283,1952,2/2,ei,tyyd.,vuokra,E2013,Kaksiot,57200
Miekkoniemi,"2h, k, s, wc",rt,"51,50",65000,1262,1988,1/1,ei,hyvä,oma,E2018,Kaksiot,57200
Pääskylahti,"2h,k, kph",kt,"45,30",17500,386,1962,1/2,ei,tyyd.,oma,D2018,Kaksiot,57200
Pääskylahti,"2h,k,p",kt,"56,00",26000,464,1970,2/3,ei,,vuokra,D2018,Kaksiot,57200
Pääskyniemi,"3h, k, s",rt,"81,00",134000,1654,1988,1/1,ei,tyyd.,oma,B2007,Kolmiot,57200
Mertala,"3h, k, kph",kt,"63,00",45000,714,1970,1/3,on,tyyd.,oma,E2018,Kolmiot,57200
Miekkoniemi,"3h, k, s",rt,"101,50",135000,1330,1984,2/2,ei,hyvä,oma,E2013,Kolmiot,57200
Miekkoniemi,"5h, k, s, at",rt,"160,00",110000,688,1979,1/2,ei,tyyd.,oma,,Neljä huonetta tai enemmän,57200
Miekkoniemi,"4h,k,s",rt,"100,00",104000,1040,1978,1/2,ei,,vuokra,D2018,Neljä huonetta tai enemmän,57200
,"5h,k,2wc,s,ph",ok,"110,00",53000,482,1962,,ei,,oma,,Neljä huonetta tai enemmän,57200
,"8h,k,khh,s,ph,3...",ok,"184,00",85000,462,1985,,ei,,oma,,Neljä huonetta tai enemmän,57200
Kuokkaniemi,"2h, k, s",rt,"54,00",61500,1139,1990,1/1,ei,tyyd.,oma,E2018,Kaksiot,57210
Mertala,"2h,k,s",kt,"53,00",44000,830,1990,1/2,ei,,oma,E2018,Kaksiot,57210
Mertala,"2h,k",kt,"51,00",27500,539,1966,1/2,ei,,oma,,Kaksiot,57210
Nojanmaa,"2h,k,s",rt,"63,00",57000,905,1989,1/1,ei,,oma,D2018,Kaksiot,57210
Kuokkaniemi,"2h,k,s",rt,"54,00",55000,1019,1991,1/1,ei,,oma,,Kaksiot,57210
Nojanmaa,"2h,k,s",kt,"60,00",27000,450,1957,1/3,ei,,oma,F2018,Kaksiot,57210
Punkaharju,"5h, k, 2x wc+s,...",ok,"150,00",20000,133,1947,-1/2,ei,huono,oma,,Neljä huonetta tai enemmän,58500
Punkaharju,"6h, k, kph (2 s...",ok,"193,00",8000,41,1972,-1/1,ei,huono,oma,F2018,Neljä huonetta tai enemmän,58500
Punkaharju,"6h, k x 2, wc x...",ok,"193,00",56000,290,1973,-1/1,ei,huono,oma,F2018,Neljä huonetta tai enemmän,58500
Punkaharju,"7h, k, 2x kph, ...",ok,"193,00",25500,132,1973,-1/1,ei,tyyd.,oma,E2018,Neljä huonetta tai enemmän,58500
Punkaharju,"5h, k",ok,"193,00",38000,197,1972,-1/1,ei,tyyd.,oma,F2018,Neljä huonetta tai enemmän,58500
Keskusta,1h+kk+s,kt,"39,00",73000,1872,1981,2/4,ei,hyvä,oma,E2013,Yksiöt,60100
Keskusta,1h+kk+s,kt,"36,00",79000,2194,1983,,on,hyvä,oma,A2007,Yksiöt,60100
Uppa,1h+kk+s,kt,"30,00",58500,1950,1990,,on,huono,oma,E2018,Yksiöt,60100
Uppa,"1h, kt",kt,"25,50",95000,3725,2019,1/4,on,hyvä,oma,C2013,Yksiöt,60100
Itikka,1h+k+ph+s+las.p...,kt,"36,00",132000,3667,2017,,on,hyvä,oma,C2013,Yksiöt,60100
Keskusta,"1h, kk, ph lis&...",kt,"23,00",65000,2826,1973,2/3,ei,hyvä,oma,C2018,Yksiöt,60100
Kapernaumi,1h+kt+alk+s,kt,"33,00",129500,3924,2015,,on,hyvä,oma,C2013,Yksiöt,60100
Kapernaumi,1h+tupak+s+las....,kt,"37,00",133500,3608,2013,,on,hyvä,oma,B2018,Yksiöt,60100
Uppa,1h+k+ph+s+lasit...,kt,"33,00",65000,1970,1985,,ei,,oma,F2013,Yksiöt,60100
Itikka,"1h,kt,ph",kt,"28,00",97000,3464,2018,3/7,on,hyvä,oma,C2013,Yksiöt,60100
Itikka,"1h,kt,ph",kt,"28,00",97000,3464,2018,2/7,on,hyvä,oma,C2013,Yksiöt,60100
Keskusta,"1h,kt,ph",kt,"27,50",115197,4189,2020,3/8,on,hyvä,oma,C2013,Yksiöt,60100
Uppa,1h+kk+s+lasitet...,kt,"35,00",78000,2229,1983,,on,hyvä,oma,E2013,Yksiöt,60100
Uppa,1h+kk+kh+vh+par...,kt,"32,00",49000,1531,1974,2/4,ei,,oma,E2013,Yksiöt,60100
Keskusta,2h+k+ph+s+vh+la...,kt,"54,00",110000,2037,1986,,ei,hyvä,oma,D2018,Kaksiot,60100
Uppa,"2h, k, ph, s ja...",kt,"62,00",104000,1677,1989,3/5,on,tyyd.,oma,D2018,Kaksiot,60100
Keskusta,2h+k,kt,"55,00",77000,1400,1958,1/3,ei,hyvä,oma,F2013,Kaksiot,60100
Marttila,"2h, k, ph, s li...",kt,"58,00",85000,1466,1998,2/3,on,hyvä,oma,F2013,Kaksiot,60100
Keskusta,2h+k+ph+las.par...,kt,"46,00",82000,1783,1960,,on,hyvä,oma,C2018,Kaksiot,60100
Uppa,2h+k+ph+(s)+las...,kt,"59,00",177000,3000,2008,,on,hyvä,oma,C2018,Kaksiot,60100
Uppa,2h+k+kh,kt,"55,00",73000,1327,1961,1/3,ei,hyvä,oma,D2018,Kaksiot,60100
Uppa,2h+k+ph+s,kt,"59,00",183000,3102,2008,,on,hyvä,oma,D2013,Kaksiot,60100
Uppa,"2h, k, ph, 2vh ...",kt,"52,50",97000,1848,1965,2/4,ei,hyvä,oma,E2018,Kaksiot,60100
Itikanmäki,2h+k+ph+s+las.p...,kt,"53,00",150000,2830,2017,,on,hyvä,vuokra,C2013,Kaksiot,60100
Marttila,2h+k+s,kt,"51,00",125000,2451,2001,,on,hyvä,oma,E2013,Kaksiot,60100
Keskusta,2h+kt+s,kt,"56,00",185000,3304,2018,4/6,on,,oma,C2013,Kaksiot,60100
Uppa,2h+kk+las.parveke,kt,"53,00",61500,1160,1966,3/4,on,tyyd.,oma,D2018,Kaksiot,60100
Keskusta,2h+kk+s,kt,"43,00",74000,1721,1990,2/3,ei,,oma,D2018,Kaksiot,60100
Keskusta,2h+k+ph+es,kt,"46,00",163000,3543,2022,3/8,on,hyvä,oma,B2018,Kaksiot,60100
Kivistö,2h+kk+s,rt,"48,00",82000,1708,2003,,ei,hyvä,oma,E2018,Kaksiot,60100
Uppa,"2h,k,s,p",kt,"58,50",80000,1368,1989,1/2,ei,hyvä,oma,,Kaksiot,60100
Keskusta,2h+k+ph+s+las.p...,kt,"53,00",182734,3448,2020,,on,hyvä,oma,C2013,Kaksiot,60100
Uppa,2h+k+s,kt,"58,00",99900,1722,1990,3/5,on,hyvä,oma,D2018,Kaksiot,60100
Uppa,2h+k+ph+vh,kt,"46,00",63500,1380,1960,,on,,oma,C2018,Kaksiot,60100
Keskusta,2h+k,kt,"65,00",106000,1631,1912,,ei,,oma,G2013,Kaksiot,60100
Marttila,2h+k+s,kt,"61,00",95000,1557,1984,,ei,hyvä,oma,F2013,Kaksiot,60100
Uppa,2h+k+ph+las.par...,kt,"54,00",73500,1361,1974,,on,hyvä,oma,F2013,Kaksiot,60100
Marttila,"2 h, k, kph, s",kt,"57,50",149000,2591,2002,2/4,on,hyvä,oma,E2013,Kaksiot,60100
Uppa,"2h, k, ph, lis&...",kt,"45,00",79000,1756,1972,2/3,ei,hyvä,oma,,Kaksiot,60100
Keskusta,2h+k+s,kt,"41,00",126200,3078,1994,,ei,hyvä,oma,,Kaksiot,60100
Marttila,1h+tupak.,kt,"45,50",87500,1923,1991,2/3,on,tyyd.,oma,F2013,Kaksiot,60100
Kapernaumi,2h+k+s,rt,"55,00",71000,1291,1987,1/1,ei,tyyd.,oma,,Kaksiot,60100
Keskusta,2h+kt+s,kt,"39,00",154500,3962,2021,1/5,on,hyvä,oma,B2018,Kaksiot,60100
Marttila,"2h, k, s",kt,"46,00",84500,1837,1986,1/4,on,tyyd.,oma,D2018,Kaksiot,60100
Uppa,2h+k+s,kt,"59,00",157000,2661,1999,,on,,vuokra,E2013,Kaksiot,60100
Uppa,"2h,k,s",kt,"46,50",133000,2860,1990,1/4,on,hyvä,oma,E2018,Kaksiot,60100
Seinäjoki,"2h, kk, s",kt,"43,00",80000,1860,1989,2/3,on,tyyd.,oma,D2018,Kaksiot,60100
Uppa,2H+K+S,kt,"54,00",104000,1926,1983,,on,hyvä,oma,E2013,Kaksiot,60100
Marttila,"2h, k, vh, ph, ...",kt,"57,50",148000,2574,2002,1/5,on,hyvä,oma,E2013,Kaksiot,60100
Keskusta,2h+kk,kt,"38,00",66750,1757,1959,,ei,hyvä,oma,F2013,Kaksiot,60100
Kapernaumi,"2h, k, s, kph, ...",kt,"55,00",152000,2764,2013,2/6,on,hyvä,oma,C2013,Kaksiot,60100
Kivistö,"3h, k, kph, s, vh",kt,"72,00",107000,1486,1983,1/2,ei,hyvä,oma,C2018,Kolmiot,60100
Marttila,"3h,k,ph,s,wc",kt,"68,50",169500,2474,2004,3/6,on,hyvä,oma,C2018,Kolmiot,60100
Uppa,3h+k+s,kt,"67,50",100000,1481,1989,1/2,ei,tyyd.,oma,,Kolmiot,60100
Uppa,"3h, k, kph, s, ...",kt,"70,00",126000,1800,1984,2/2,ei,hyvä,oma,E2013,Kolmiot,60100
Keskusta,3h+k+ph+s+autoh...,kt,"56,00",225000,4018,2020,4/7,on,hyvä,oma,B2018,Kolmiot,60100
Uppa,3h+k+s,kt,"68,00",105300,1549,1990,1/2,ei,,oma,F2013,Kolmiot,60100
Keskusta,3h+k,kt,"65,00",250000,3846,2021,3/5,on,hyvä,oma,B2018,Kolmiot,60100
Uppa,3h+k+ph+s+vh+la...,kt,"69,00",196000,2841,2007,,on,hyvä,oma,D2013,Kolmiot,60100
Uppa,"3h,k",kt,"82,00",67000,817,1964,3/3,ei,huono,oma,D2018,Kolmiot,60100
Uppa,3h+k,kt,"68,00",82000,1206,1970,2/3,ei,hyvä,oma,F2013,Kolmiot,60100
Keskusta,"3h, k, ph, s, e...",kt,"85,50",185500,2170,2009,2/4,on,hyvä,oma,E2013,Kolmiot,60100
Uppa,3h+k+s+autokatos,kt,"73,00",125000,1712,1990,2/5,on,hyvä,oma,D2007,Kolmiot,60100
Itikanmäki,3h+kt+s,kt,"62,00",195000,3145,2019,,on,hyvä,oma,C2013,Kolmiot,60100
Uppa,3h+k+ph+vh+wc+l...,kt,"66,00",121000,1833,1968,,on,hyvä,oma,F2013,Kolmiot,60100
Uppa,3h+k+s,kt,"73,00",138500,1897,1990,,on,tyyd.,oma,F2013,Kolmiot,60100
Keskusta,3h+k+ph+s+vh+wc...,kt,"83,00",335000,4036,2020,,on,hyvä,oma,C2018,Kolmiot,60100
Keskusta,3h+k+s,kt,"77,00",195000,2532,2012,,on,hyvä,oma,C2013,Kolmiot,60100
Uppa,3h+k+s,kt,"79,00",179500,2272,2003,,on,hyvä,oma,E2013,Kolmiot,60100
Kivistö,3h+k+s,rt,"74,00",63000,851,1980,1/1,ei,tyyd.,oma,C2018,Kolmiot,60100
Uppa,3h+k+ph+las.par...,kt,"62,00",64000,1032,1974,,on,tyyd.,oma,F2013,Kolmiot,60100
Uppa,3h+k+ph+s,kt,"72,00",92500,1285,1981,,on,,oma,,Kolmiot,60100
Kapernaumi,3h+k+s,kt,"70,00",147000,2100,2013,1/4,on,,oma,B2018,Kolmiot,60100
Uppa,"3h, k, 2 ph / k...",rt,"83,50",245000,2934,2013,1/2,ei,hyvä,oma,C2018,Kolmiot,60100
Uppa,3h+k+ph+s+wc+vh...,kt,"82,00",257000,3134,2011,,on,hyvä,oma,C2013,Kolmiot,60100
Uppa,"3h, k, ph, vh l...",kt,"76,50",78000,1020,1967,3/4,on,hyvä,vuokra,D2018,Kolmiot,60100
Uppa,3h+k+s,rt,"89,00",291500,3275,2011,1/2,ei,hyvä,oma,B2018,Kolmiot,60100
Uppa,3h+k+ph+las.par...,kt,"65,00",56000,862,1966,,ei,,oma,F2013,Kolmiot,60100
Uppa,3h+k+s,kt,"76,00",124000,1632,1995,3/5,on,hyvä,oma,F2013,Kolmiot,60100
Uppa,3h+kk,kt,"53,00",60500,1142,1971,2/3,ei,tyyd.,oma,F2013,Kolmiot,60100
Keskusta,"3h, k, ph, s, e...",kt,"83,00",213500,2572,2012,4/4,on,hyvä,oma,B2018,Kolmiot,60100
Keskusta,3h+kt+s,kt,"67,00",254500,3799,2020,,on,hyvä,oma,C2013,Kolmiot,60100
Kivistö,3h+k,kt,"72,00",60000,833,1969,2/2,ei,hyvä,oma,D2018,Kolmiot,60100
Keskusta,"3 h, k, kph, s",kt,"74,50",153000,2054,1985,4/4,on,hyvä,oma,D2018,Kolmiot,60100
Kivistö,"3h, k, vh, ph, ...",rt,"81,00",130000,1605,1980,1/1,ei,hyvä,oma,E2013,Kolmiot,60100
Kapernaumi,3h+k+s,kt,"70,00",154000,2200,2013,2/4,on,hyvä,oma,B2018,Kolmiot,60100
Kasperi,"1h,kk",kt,"34,00",37300,1097,1970,,ei,tyyd.,oma,E2018,Yksiöt,60150
Kasperi,"1h,kk,psh,vh",kt,"32,50",35000,1077,1975,1/3,ei,tyyd.,oma,D2018,Yksiöt,60150
Kasperi,1h+kk,kt,"34,00",25000,735,1973,,on,,oma,D2018,Yksiöt,60150
Kasperi,2h+k+kph,kt,"58,00",38500,664,1973,,on,,oma,D2018,Kaksiot,60150
Hallilanvuori,"2 h, k, s",rt,"48,00",97500,2031,2012,1/1,ei,hyvä,oma,C2018,Kaksiot,60150
Kivistö,"2h, k, ph, s",rt,"54,00",87000,1611,2001,1/1,ei,hyvä,oma,,Kaksiot,60150
Kasperi,"2h,k,s",kt,"59,00",40000,678,1978,,ei,,oma,C2013,Kaksiot,60150
Kasperi,2h+k+ph+s+vh+pa...,kt,"59,00",55000,932,1974,2/3,ei,,oma,,Kaksiot,60150
Kasperi,2h+kk+s,kt,"48,00",88000,1833,2012,2/2,ei,hyvä,oma,C2018,Kaksiot,60150
Kasperi,"3h, k, ph, s, e...",rt,"76,50",125000,1634,1984,1/1,ei,hyvä,oma,D2018,Kolmiot,60150
Kasperi,3h+k+parveke,kt,"74,00",43000,581,1978,3/3,ei,hyvä,oma,C2007,Kolmiot,60150
Kasperi,3h+k+s,rt,"78,00",65000,833,1979,1/1,ei,hyvä,oma,C2018,Kolmiot,60150
Hallilanvuori,"3h, k, 2xvh, ph...",rt,"74,50",146000,1960,2005,1/1,ei,hyvä,vuokra,D2013,Kolmiot,60150
Hallilanvuori,3h+k+ph+s+parveke,kt,"63,00",127000,2016,2011,,ei,hyvä,oma,C2018,Kolmiot,60150
Kivistö,"3h, k, s",rt,"63,00",127500,2024,2005,1/1,ei,hyvä,oma,,Kolmiot,60150
Kasperi,"3h, k, vh, ph l...",kt,"72,00",35000,486,1976,3/5,on,huono,oma,D2018,Kolmiot,60150
Hallilanvuori,4h+k+s+autokatos,rt,"104,00",219000,2106,2007,1/2,ei,hyvä,oma,D2013,Neljä huonetta tai enemmän,60150
Kasperi,4h+k+s,rt,"101,00",135000,1337,1981,,ei,hyvä,oma,E2013,Neljä huonetta tai enemmän,60150
Kasperi,"5h, k, kph, s, vh",rt,"126,00",93069,739,1981,1/1,ei,tyyd.,oma,D2018,Neljä huonetta tai enemmän,60150
,"4 h, k, khh, kp...",ok,"98,50",234000,2376,2007,1/1,ei,hyvä,vuokra,,Neljä huonetta tai enemmän,60150
,"4h, k, s, tkh, ...",ok,"115,00",85500,743,1981,-1/1,ei,tyyd.,oma,E2018,Neljä huonetta tai enemmän,60150
