kaupunginosa,huoneisto,talotyyppi,neliot,velaton_hinta,neliohinta,rakennusvuosi,kerros,hissi,kunto,tontti,energialuokka,apartment_type,postcode
,4h+k+ph+s+takka...,ok,"140,00",202500,1446,1980,,ei,hyvä,oma,C2018,Neljä huonetta tai enemmän,60150
Kärki,"1h, kk, ph/s li...",rt,"30,00",57000,1900,1999,1/1,ei,hyvä,oma,E2013,Yksiöt,60200
Hallila,"1h,k,s",kt,"32,00",50000,1563,1989,1/2,ei,,oma,A2013,Yksiöt,60200
Kärki,"1h, kk, ph/s li...",rt,"27,00",54000,2000,1994,1/1,ei,hyvä,oma,,Yksiöt,60200
Pajuluoma,2h+k+ph+s+vh+ap...,rt,"56,00",127000,2268,2012,,ei,,vuokra,,Kaksiot,60200
Simuna,"2h, k, s",kt,"43,00",96000,2233,2011,1/2,ei,hyvä,oma,B2018,Kaksiot,60200
Törnävä,2h+k+ph+wc+vh+p...,kt,"61,00",65000,1066,1969,4/4,on,hyvä,oma,E2013,Kaksiot,60200
Törnävä,1h+tk+s,kt,"41,00",83500,2037,1994,,on,hyvä,oma,F2013,Kaksiot,60200
Pajuluoma,2k+k+s,rt,"51,00",87000,1706,1994,1/1,ei,hyvä,oma,F2013,Kaksiot,60200
Törnävä,2h+k+ph+s+ak+va...,rt,"51,00",147000,2882,2012,1/1,ei,hyvä,oma,D2018,Kaksiot,60200
Hallila,2h+kt+s,kt,"47,00",143000,3043,2013,,on,hyvä,oma,C2018,Kaksiot,60200
Pajuluoma,2h+k+s,rt,"47,00",123000,2617,2013,,ei,hyvä,oma,B2018,Kaksiot,60200
Pajuluoma,"2h,k,s",rt,"55,50",127000,2288,2012,1/1,ei,hyvä,oma,,Kaksiot,60200
Kärki,"2h,k,s+AK",kt,"44,50",124000,2787,2023,1/2,ei,hyvä,oma,A2018,Kaksiot,60200
Pajuluoma,"2 h,k,s",rt,"49,50",123000,2485,2016,1/1,ei,hyvä,oma,C2013,Kaksiot,60200
Pajuluoma,"2h, k, kph, s",rt,"55,50",128000,2306,2012,1/1,ei,hyvä,oma,B,Kaksiot,60200
Kärki,"2 h, k, s",rt,"45,00",135500,3011,2023,1/1,ei,hyvä,oma,B2018,Kaksiot,60200
Kärki,"2h, k, ph, s, l...",rt,"58,00",148000,2552,2014,1/1,ei,hyvä,oma,B2018,Kaksiot,60200
Kärki,"2 h, k, kph, s",rt,"56,00",65000,1161,1984,1/1,ei,hyvä,oma,F2013,Kaksiot,60200
Pajuluoma,"2h, k, kph, s, ...",rt,"40,50",105000,2593,2011,1/1,ei,hyvä,oma,,Kaksiot,60200
Kärki,"2 h, k, s",rt,"45,00",139500,3100,2023,1/1,ei,hyvä,oma,B2018,Kaksiot,60200
Kärki,"2h,k,s",rt,"57,00",156000,2737,2021,1/1,ei,hyvä,oma,B2018,Kaksiot,60200
Kärki,"3 h, k, kph, s",rt,"63,00",155000,2460,2018,1/1,ei,hyvä,oma,C2013,Kolmiot,60200
Törnävä,3h+k+ph+s+vhx2+...,kt,"70,00",228000,3257,2019,4/6,on,hyvä,oma,C2018,Kolmiot,60200
Kärki,3h+k+s,rt,"72,00",133000,1847,2006,1/1,ei,hyvä,oma,C2018,Kolmiot,60200
Törnävä,"3h, k, ph, s",rt,"65,00",164000,2523,2009,1/1,ei,hyvä,oma,C2018,Kolmiot,60200
Törnävä,"3h, k, kph, s, ...",rt,"67,50",110000,1630,1983,1/1,ei,hyvä,vuokra,E,Kolmiot,60200
Pajuluoma,3h+k+s,rt,"62,00",130000,2097,2000,1/1,ei,hyvä,oma,D2018,Kolmiot,60200
Kärki,"3 h, k, s",kt,"66,00",169900,2574,2023,2/2,ei,hyvä,oma,B2018,Kolmiot,60200
Pajuluoma,3h+k+s,rt,"75,00",103500,1380,1993,,ei,,oma,F2013,Kolmiot,60200
Kärki,3h+k+ph+s+autok...,rt,"63,00",158000,2508,2015,,ei,hyvä,oma,C2013,Kolmiot,60200
Kärki,3h+k+s,rt,"70,00",179000,2557,2015,,ei,hyvä,oma,C2018,Kolmiot,60200
Pruukinranta,"3h, k, s",kt,"68,00",215000,3162,2016,2/2,ei,hyvä,oma,C2013,Kolmiot,60200
Kärki,3h+k+s,rt,"67,00",81500,1216,1983,,ei,hyvä,oma,F2013,Kolmiot,60200
Törnävä,3h+k+ph+s+vh+au...,rt,"72,00",155000,2153,2001,,ei,hyvä,oma,F2013,Kolmiot,60200
Soukkajoki,3h+k+s,rt,"77,00",129000,1675,1989,1/1,ei,hyvä,oma,E2013,Kolmiot,60200
Kärki,3h+k+ph+s,rt,"64,00",168500,2633,2018,1/1,ei,hyvä,oma,C2013,Kolmiot,60200
Hallila,"3h, k, vh, ph, ...",kt,"74,00",245000,3311,2018,4/6,on,hyvä,oma,C2013,Kolmiot,60200
Törnävä,3h+k+s,rt,"76,00",161000,2118,2009,,ei,hyvä,oma,E2013,Kolmiot,60200
Pajuluoma,Omakotitalo,ok,"121,00",320000,2645,2025,1/1,ei,hyvä,vuokra,,Neljä huonetta tai enemmän,60200
Kärki,4h+k+ph+s+wc+kh...,rt,"89,00",205000,2303,2007,,ei,hyvä,oma,D2013,Neljä huonetta tai enemmän,60200
Hallila,"3mh, oh, k, th,...",ok,"127,50",202500,1588,1987,1/1,ei,hyvä,oma,D2018,Neljä huonetta tai enemmän,60200
Hallila,"5h, k, s",rt,"116,00",218000,1879,2004,1/2,ei,hyvä,oma,E2013,Neljä huonetta tai enemmän,60200
Pajuluoma,"4h, k, vh, khh,...",ok,"92,00",250000,2717,2003,-1/1,ei,hyvä,oma,B2018,Neljä huonetta tai enemmän,60200
Pajuluoma,"4 h, k, kph, s",rt,"86,00",210000,2442,2012,1/1,ei,hyvä,oma,,Neljä huonetta tai enemmän,60200
Kärki,"4 h, k, khh, kp...",ok,"98,00",260000,2653,2013,1/1,ei,hyvä,vuokra,,Neljä huonetta tai enemmän,60200
Pajuluoma,"4 h, k, khh, kp...",ok,"101,00",259000,2564,1997,1/1,ei,hyvä,oma,C2018,Neljä huonetta tai enemmän,60200
Pajuluoma,"6 h, aula, k, k...",ok,"172,00",349000,2029,2008,1/2,ei,hyvä,oma,,Neljä huonetta tai enemmän,60200
Kärki,"4 h, k, kph, s",ok,"92,00",282000,3065,2023,1/1,ei,hyvä,oma,B2018,Neljä huonetta tai enemmän,60200
Kärki,"4h, k, khh, ph,...",rt,"99,00",228000,2303,2014,1/2,ei,hyvä,oma,B2018,Neljä huonetta tai enemmän,60200
Kärki,"4h,k,khh,kph,s,...",rt,"99,00",240000,2424,2007,1/2,ei,hyvä,oma,D2018,Neljä huonetta tai enemmän,60200
Simuna,5 h+k+khh+ph+s,ok,"147,00",332600,2263,2007,,ei,hyvä,oma,C2018,Neljä huonetta tai enemmän,60200
Kärki,"5h,k,wc,kh,s",rt,"102,00",275000,2696,2024,1/2,ei,hyvä,oma,A2018,Neljä huonetta tai enemmän,60200
Kärki,"4h, k, khh, ph,...",ok,"88,00",199000,2261,1998,-1/1,ei,hyvä,oma,D2018,Neljä huonetta tai enemmän,60200
Pajuluoma,5h+k+khh+s+eril...,ok,"125,00",380000,3040,2021,,ei,,oma,B2018,Neljä huonetta tai enemmän,60200
Pajuluoma,"5 h, k, khh, kp...",ok,"122,00",294500,2414,2015,1/1,ei,hyvä,vuokra,B2013,Neljä huonetta tai enemmän,60200
Kärki,"4 h, k, kph, s",ok,"92,00",282000,3065,2023,1/1,ei,hyvä,oma,B2018,Neljä huonetta tai enemmän,60200
Kärki,"4 h, k, kph, s",ok,"92,00",289000,3141,2023,1/1,ei,hyvä,oma,B2018,Neljä huonetta tai enemmän,60200
Kärki,"4h, k, khh, ph,...",ok,"108,00",312000,2889,2019,-1/1,ei,hyvä,oma,B2018,Neljä huonetta tai enemmän,60200
Huhtala,4h+k+s,rt,"80,00",245000,3063,2019,1/2,ei,hyvä,oma,C2013,Neljä huonetta tai enemmän,60200
Pajuluoma,"4h, k, ph, s, k...",ok,"118,00",327000,2771,2021,-1/1,ei,hyvä,oma,B2018,Neljä huonetta tai enemmän,60200
Pajuluoma,4h+rt+k+s,ok,"124,00",162000,1306,1991,,ei,tyyd.,oma,D2018,Neljä huonetta tai enemmän,60200
Hallila,4h+k+s,ok,"123,00",140000,1138,1969,,ei,,oma,D2018,Neljä huonetta tai enemmän,60200
Kärki,"5 h, k, khh, kp...",ok,"133,00",265000,1992,2014,1/1,ei,hyvä,vuokra,,Neljä huonetta tai enemmän,60200
Simuna,"7h, k, khh, ph,...",ok,"180,00",350000,1944,2010,2/2,ei,hyvä,oma,,Neljä huonetta tai enemmän,60200
Soukkajoki,Paritalo,rt,"117,00",309000,2641,2023,1/1,ei,hyvä,oma,B2018,Neljä huonetta tai enemmän,60200
Kärki,"4h,k,s,ph,khh",rt,"93,50",200000,2139,2007,1/2,ei,hyvä,oma,D2018,Neljä huonetta tai enemmän,60200
Simuna,6h+k+ph+s+wc,ok,"220,00",105000,477,1944,,ei,tyyd.,oma,,Neljä huonetta tai enemmän,60200
Kärki,4k+k+s+ph+khh+a...,rt,"104,00",203900,1961,2007,1/2,ei,hyvä,oma,D2018,Neljä huonetta tai enemmän,60200
Kärki,4h+k+takkah.+s+...,ok,"116,00",122000,1052,1985,,ei,tyyd.,oma,D2018,Neljä huonetta tai enemmän,60200
Hallila,"6h, k, khh, 2xp...",ok,"200,00",306000,1530,1991,1/3,ei,hyvä,oma,D2013,Neljä huonetta tai enemmän,60200
Kärki,tupakeittiö...,ok,"92,00",235000,2554,2017,1/1,ei,hyvä,vuokra,C2013,Neljä huonetta tai enemmän,60200
Kärki,"4h,k,khh,kph,s,wc",rt,"90,50",248000,2740,2023,1/1,ei,hyvä,vuokra,B2018,Neljä huonetta tai enemmän,60200
Kärki,"4h, k, kph, khh...",rt,"86,50",248000,2867,2021,1/2,ei,hyvä,oma,A,Neljä huonetta tai enemmän,60200
Simuna,"4h, k, ph, s, v...",rt,"100,00",265000,2650,2018,1/1,ei,hyvä,oma,C2013,Neljä huonetta tai enemmän,60200
Pajuluoma,"3mh, oh, k, khh...",ok,"120,60",288000,2388,2023,-1/1,ei,hyvä,vuokra,B2018,Neljä huonetta tai enemmän,60200
Simuna,4h+k+vh+kph+s+w...,ok,"108,00",330000,3056,2020,,ei,hyvä,oma,B2018,Neljä huonetta tai enemmän,60200
Hallila,6h+k+2xph+s+aul...,ok,"221,00",245000,1109,1986,,ei,hyvä,oma,E2018,Neljä huonetta tai enemmän,60200
Kärki,4h+k+s,ok,"95,00",130000,1368,1976,,ei,hyvä,oma,E2018,Neljä huonetta tai enemmän,60200
Pajuluoma,4h+k+s,rt,"100,00",142000,1420,1989,1/1,ei,hyvä,oma,F2013,Neljä huonetta tai enemmän,60200
,"3h,k,s,takkahuo...",ok,"134,00",189200,1412,1989,1/1,ei,tyyd.,oma,,Neljä huonetta tai enemmän,60200
,"4h, khh, rt, k,...",ok,"171,00",599000,3503,2016,1/2,ei,hyvä,oma,B2013,Neljä huonetta tai enemmän,60200
,"4h, k, kph",ok,"87,00",125000,1437,1946,-1/2,ei,hyvä,oma,D2018,Neljä huonetta tai enemmän,60200
Huhtala,2h+k+s,kt,"50,00",82000,1640,1985,1/2,ei,,oma,F2013,Kaksiot,60220
Huhtala,2h+k+kph,kt,"56,00",74500,1330,1974,,on,tyyd.,oma,D2007,Kaksiot,60220
Huhtala,2h+k+ph+s+vh+au...,rt,"63,00",77000,1222,1980,,ei,tyyd.,oma,D2013,Kaksiot,60220
Huhtala,"3h,k,s",rt,"78,00",85000,1090,1986,1/1,ei,,oma,D2018,Kolmiot,60220
Huhtala,"3h,k,s",kt,"77,00",116500,1513,1978,2/2,ei,hyvä,oma,D2018,Kolmiot,60220
Huhtala,"3 h, k, s",kt,"73,50",177000,2408,2007,5/7,on,hyvä,oma,D2013,Kolmiot,60220
Huhtala,"3h,k,ph,s",rt,"65,00",117000,1800,1997,1/1,ei,hyvä,oma,,Kolmiot,60220
Huhtala,"3h,k,ph,s",rt,"79,00",145000,1835,1980,2/2,ei,hyvä,oma,D2013,Kolmiot,60220
Jouppi,2h+k+ph+s+lasit...,kt,"52,00",159000,3058,2016,,on,hyvä,oma,C2018,Kaksiot,60320
Jouppi,2h+k+ph+s+terassi,rt,"54,00",131500,2435,2005,,ei,hyvä,oma,D2013,Kaksiot,60320
Jouppi,"2h,k,s",rt,"48,50",102000,2103,1990,1/1,ei,hyvä,oma,E2018,Kaksiot,60320
Jouppi,2 h+k+s,rt,"64,00",63500,992,1977,,ei,,oma,D2013,Kaksiot,60320
Jouppi,2h+kk+s,rt,"46,00",101000,2196,2005,2/2,ei,hyvä,oma,D2013,Kaksiot,60320
Jouppi,"2h, kt, ph",kt,"40,00",135258,3381,2020,2/6,on,hyvä,,C2013,Kaksiot,60320
Jouppi,"2h, k",kt,"58,00",93000,1603,1978,3/3,ei,hyvä,oma,F2013,Kaksiot,60320
Jouppi,"2h, k, vh, ph, ...",rt,"58,50",68000,1162,1979,1/1,ei,hyvä,oma,F2013,Kaksiot,60320
Alakylä,2h+k+s,rt,"45,00",78500,1744,2003,1/1,ei,hyvä,oma,E2018,Kaksiot,60320
Jouppi,3h+k+s+2xwc+aut...,rt,"68,00",126000,1853,1989,1/1,ei,hyvä,oma,D2007,Kolmiot,60320
Jouppi,3h+k+ph+s+wc+vh...,rt,"78,00",112000,1436,1979,1/1,ei,hyvä,oma,E2013,Kolmiot,60320
Jouppi,3h+k+ph+s+vh+wc...,rt,"73,00",119000,1630,1989,,ei,,oma,D2007,Kolmiot,60320
Jouppi,3h+k+ph/s/wc+wc,rt,"81,00",207500,2562,2013,,ei,hyvä,oma,C2018,Kolmiot,60320
Jouppi,"3h, k, s",rt,"76,00",162000,2132,1999,1/1,ei,hyvä,oma,E2013,Kolmiot,60320
Jouppi,3h+k+ph+s+wc+la...,rt,"73,00",215000,2945,2016,,ei,,oma,C2013,Kolmiot,60320
Katajalaakso,3h+k+s,rt,"68,00",90000,1324,1985,,ei,hyvä,oma,,Kolmiot,60320
Jouppi,3h+k+ph+s+wc+la...,rt,"73,00",230000,3151,2016,,ei,hyvä,oma,C2013,Kolmiot,60320
Kultavuori,"3 h, k, s",rt,"71,00",168000,2366,2006,1/1,ei,hyvä,oma,D2013,Kolmiot,60320
Jouppila,"3h,k,s",rt,"80,50",218000,2708,2013,1/1,ei,hyvä,oma,C2018,Kolmiot,60320
Alakylä,"3h, k, s",rt,"61,00",145000,2377,2007,1/1,ei,hyvä,oma,E2013,Kolmiot,60320
Alakylä,"3 h, k, kph, s",rt,"72,00",220000,3056,2024,1/1,ei,hyvä,oma,B2018,Kolmiot,60320
Jouppi,3h+k+ph+s+wc+vh...,rt,"68,00",106000,1559,1989,,ei,hyvä,oma,D2018,Kolmiot,60320
Jouppi,3h+k+s+terassi+...,rt,"70,00",188000,2686,2017,,ei,hyvä,oma,C2013,Kolmiot,60320
Alakylä,"3 h, k, kph, s",rt,"72,00",220000,3056,2024,1/1,ei,hyvä,oma,B2018,Kolmiot,60320
Alakylä,3h+k+s,rt,"71,00",212000,2986,2019,,ei,hyvä,oma,C2018,Kolmiot,60320
,"5h,k,khh,kph,s,...",ok,"164,00",368000,2244,2017,1/1,ei,hyvä,oma,C2013,Neljä huonetta tai enemmän,60640
,6 h+k+s,ok,"167,00",261000,1563,2003,,ei,hyvä,oma,D2018,Neljä huonetta tai enemmän,60640
,"4h, k, khh, kph...",ok,"120,00",335000,2792,2021,-1/1,ei,hyvä,oma,A2018,Neljä huonetta tai enemmän,60640
,"3mh, oh, k, rt,...",ok,"128,00",170000,1328,1957,,ei,hyvä,oma,E2018,Neljä huonetta tai enemmän,60640
,"4h, tupakeitti&...",ok,"157,00",45000,287,1978,1/1,ei,tyyd.,oma,E2018,Neljä huonetta tai enemmän,60760
,"6h, yläker...",ok,"181,00",184000,1017,1996,,ei,hyvä,oma,C2018,Neljä huonetta tai enemmän,60760
,4h+ k+ruokailu+...,ok,"137,00",57000,416,1968,1/1,ei,tyyd.,oma,C2018,Neljä huonetta tai enemmän,60760
Keskusta,"1h, k, kph, s, ...",rt,"42,80",58000,1355,1989,1/1,ei,tyyd.,oma,F2013,Yksiöt,60800
Herrala,"1h, kk, kph",rt,"40,00",34000,850,1980,1/1,ei,hyvä,oma,,Yksiöt,60800
Keskusta,"1h, kk, kph, s, vh",kt,"35,50",22000,620,1984,2/2,ei,tyyd.,oma,,Yksiöt,60800
Keskusta,"1h, kk, alkovi,...",kt,"35,50",28500,803,1983,1/2,ei,tyyd.,oma,E2018,Yksiöt,60800
Keskusta,2h+k+s,rt,"43,00",112000,2605,2019,1/1,ei,hyvä,oma,B2018,Kaksiot,60800
Keskusta,"2h, k, s",rt,"60,00",77500,1292,1989,1/1,ei,hyvä,oma,,Kaksiot,60800
Keskusta,"2h, k, kph, s",rt,"48,00",48000,1000,1989,1/1,ei,hyvä,oma,,Kaksiot,60800
Herrala,2h+k+s,rt,"65,00",30500,469,1975,,ei,tyyd.,oma,,Kaksiot,60800
Keskusta,"2h, k, s",rt,"54,00",56000,1037,1990,1/1,ei,hyvä,oma,,Kaksiot,60800
Siltala,"2h, kk, s",rt,"42,00",51500,1226,1987,1/1,ei,hyvä,oma,,Kaksiot,60800
Keskusta,2h+k+s,rt,"57,00",90000,1579,2007,,ei,,oma,,Kaksiot,60800
Keskusta,"2h, k, kph, s, ...",rt,"58,50",126000,2154,2016,1/1,ei,hyvä,oma,C2013,Kaksiot,60800
Keskusta,2h+kk+s,rt,"54,00",72000,1333,2002,1/1,ei,hyvä,oma,,Kaksiot,60800
Kirkonkylä,"2h, k, s",rt,"68,50",75000,1095,1982,1/1,ei,hyvä,oma,,Kaksiot,60800
Palo,"2h, k, kph, s, vh",rt,"60,30",124000,2056,2016,1/1,ei,hyvä,oma,C2013,Kaksiot,60800
Keskusta,"2h, k, kph, s",rt,"59,50",97000,1630,1987,1/1,ei,hyvä,oma,,Kaksiot,60800
Keskusta (herrala),"2h, k, ph, s, vh",rt,"67,00",68000,1015,1980,1/1,ei,hyvä,oma,,Kaksiot,60800
Keskusta,"2h, k, kph, s, vh",rt,"55,00",56000,1018,1990,1/1,ei,hyvä,oma,,Kaksiot,60800
Tuoresluoma,"2h, k, s",rt,"53,00",100000,1887,2008,1/1,ei,hyvä,oma,,Kaksiot,60800
Kirkonkylä,"2h, k, kph, s, ...",kt,"55,00",45000,818,1983,1/2,ei,hyvä,oma,E2018,Kaksiot,60800
,"2h, tupakeitti&...",ok,"65,00",32100,494,1952,,ei,huono,oma,,Kaksiot,60800
Keskusta,"3h, k, khh, kph...",rt,"70,00",160000,2286,2019,1/1,ei,hyvä,oma,B2018,Kolmiot,60800
Herrala,"3h, k, khh, kph...",rt,"78,50",180000,2293,2021,1/1,ei,hyvä,oma,B2018,Kolmiot,60800
Herrala,"3h, k, s",rt,"85,00",76000,894,1975,1/1,ei,hyvä,oma,,Kolmiot,60800
Keskusta,"3h, k, kph, s, wc",rt,"78,00",100000,1282,1979,1/1,ei,hyvä,oma,,Kolmiot,60800
Keskusta,"3h, k, khh, kph...",rt,"70,00",155000,2214,2016,1/1,ei,hyvä,oma,C2013,Kolmiot,60800
Keskusta,"3h, k, s",rt,"70,50",125000,1773,2007,1/1,ei,hyvä,oma,,Kolmiot,60800
,"2h, tupakeitti&...",ok,"98,00",9000,92,1953,,ei,huono,oma,,Kolmiot,60800
,"3h, k, ph + yl&...",ok,"80,00",32500,406,1952,,ei,tyyd.,oma,,Kolmiot,60800
Herrala,"4h, k, kph, khh...",rt,"95,00",145000,1526,2009,1/1,ei,hyvä,oma,,Neljä huonetta tai enemmän,60800
Oksimäki,"5h, k, khh, kph...",ok,"129,00",292000,2264,2020,-1/1,ei,hyvä,oma,A2018,Neljä huonetta tai enemmän,60800
Herrala,"5h, k, tkh, kph...",ok,"160,00",60000,375,1977,-1/2,ei,tyyd.,oma,E2018,Neljä huonetta tai enemmän,60800
Oksimäki,"3h, tupak, kph,...",rt,"94,00",195000,2074,2019,1/1,ei,hyvä,oma,,Neljä huonetta tai enemmän,60800
Oksimäki,"4h, k, khh, kph...",ok,"98,20",126000,1283,1995,-1/1,ei,tyyd.,oma,E2018,Neljä huonetta tai enemmän,60800
Herrala,"6h, k, kph, s",ok,"198,00",187000,944,1976,,ei,hyvä,oma,B2018,Neljä huonetta tai enemmän,60800
Herrala,"4h, k, oh, khh,...",ok,"105,00",255000,2429,2011,-1/1,ei,hyvä,oma,A2018,Neljä huonetta tai enemmän,60800
Keskusta (herrala),"5h, k, ph, s, k...",rt,"128,50",129000,1004,1998,1/2,ei,hyvä,oma,E2013,Neljä huonetta tai enemmän,60800
Oksimäki,"3 mh, oh, k, kh...",ok,"111,00",211000,1901,1998,-1/1,ei,hyvä,oma,D2018,Neljä huonetta tai enemmän,60800
,"5h, k, kph, s",ok,"110,50",147000,1330,1979,-1/1,ei,hyvä,oma,C2018,Neljä huonetta tai enemmän,60800
,"5h, k, tkh, kph...",ok,"174,00",130000,747,1972,-1/1,ei,hyvä,oma,D2018,Neljä huonetta tai enemmän,60800
,"5h, k, khh, kph...",ok,"279,30",190000,680,1964,-1/2,ei,hyvä,oma,,Neljä huonetta tai enemmän,60800
,"5h, k, ph, s, k...",ok,"135,00",145000,1074,1985,1/1,ei,hyvä,oma,,Neljä huonetta tai enemmän,60800
,"4h, k, kph, wc,...",ok,"145,00",215000,1483,1991,-1/2,ei,hyvä,oma,E2018,Neljä huonetta tai enemmän,60800
,"4h, k, ph, s",ok,"90,00",17000,189,1955,,ei,huono,oma,,Neljä huonetta tai enemmän,60800
,"5h, k, khh, 2vh...",ok,"188,50",200000,1061,2004,-1/2,ei,hyvä,oma,B2018,Neljä huonetta tai enemmän,61120
,oh+4mh+k+ph+s+2wc,ok,"159,00",280000,1761,2001,1/2,ei,hyvä,oma,,Neljä huonetta tai enemmän,61120
,"5h,k,khh,kph,s,wc",ok,"130,00",180000,1385,2009,1/1,ei,hyvä,oma,D2007,Neljä huonetta tai enemmän,61120
Keskusta,1h+kk+s,kt,"32,00",22500,703,1990,2/2,ei,tyyd.,oma,D2018,Yksiöt,63300
Keskusta,1h+kk+kh+parv.,kt,"25,00",14700,588,1960,2/3,ei,,oma,E2018,Yksiöt,63300
Keskusta,1h+k,kt,"37,00",14500,392,1931,2/3,ei,tyyd.,oma,,Yksiöt,63300
Keskusta,2h+k+s,kt,"67,00",189000,2821,2016,,on,hyvä,vuokra,,Kaksiot,63300
Keskusta,2h+k+s+vh+erill...,rt,"56,00",90500,1616,2006,,ei,hyvä,oma,D2018,Kaksiot,63300
Kaarti,2h+k+s,rt,"62,00",42000,677,1985,,ei,tyyd.,oma,F2013,Kaksiot,63300
,tupakeittiö...,ok,"50,00",125000,2500,2017,,ei,hyvä,oma,,Kaksiot,63300
Petäjistö,3h+k+s,rt,"73,00",90000,1233,1997,,ei,hyvä,oma,E2013,Neljä huonetta tai enemmän,63300
,5h+k+khh+kph+s+...,ok,"120,00",240000,2000,2021,,ei,hyvä,oma,B2018,Neljä huonetta tai enemmän,63300
,4h+k+wc+ph+s,ok,"91,00",30000,330,1965,,ei,tyyd.,oma,D2018,Neljä huonetta tai enemmän,63300
Hietalahti,"1h, k",kt,"35,00",59500,1700,1956,1/4,ei,hyvä,vuokra,D2018,Yksiöt,65100
Keskusta,"1h, kk, s",kt,"35,00",105000,3000,1986,3/6,on,,oma,E2013,Yksiöt,65100
Keskusta,"1h, k",kt,"35,00",15000,429,1898,1/2,ei,,oma,D2018,Yksiöt,65100
Hietalahti,"1h, k",kt,"39,00",56000,1436,1958,4/4,ei,,vuokra,G2013,Yksiöt,65100
Keskusta,1h+kk,kt,"33,50",84000,2507,1963,1/1,on,hyvä,oma,F2007,Yksiöt,65100
Keskusta,1+kt+alk,kt,"34,50",171000,4957,2020,3/3,on,hyvä,oma,B2018,Yksiöt,65100
Vöyrinkaupunki,1h+kk,kt,"27,00",115000,4259,2015,5/6,ei,hyvä,oma,C2013,Yksiöt,65100
Vöyrinkaupunki,1h + k + s,rt,"48,00",95000,1979,1897,2/2,ei,,oma,D2007,Yksiöt,65100
Keskusta,1h+kk,kt,"33,50",76000,2269,1962,3/3,ei,tyyd.,oma,,Yksiöt,65100
Keskusta,"1h, kk",kt,"30,00",90500,3017,1967,2/5,on,tyyd.,oma,,Yksiöt,65100
Keskusta,"1h, kk",kt,"32,00",103500,3234,1970,3/5,on,hyvä,oma,F2013,Yksiöt,65100
Gerby,"1h, tk",kt,"35,00",36000,1029,1988,2/2,ei,,vuokra,C2018,Yksiöt,65100
Keskusta,1r+ k+br,kt,"33,00",70000,2121,1962,1/7,on,tyyd.,oma,F2013,Yksiöt,65100
Keskusta,1h+k+alkovi+p,kt,"48,50",103925,2143,1936,2/3,ei,tyyd.,vuokra,E2013,Yksiöt,65100
Keskusta,2h+k,kt,"57,50",238750,4152,2007,3/3,on,hyvä,oma,D2013,Kaksiot,65100
Keskusta,2h+kk,kt,"43,00",110000,2558,1973,2/5,on,tyyd.,oma,D2018,Kaksiot,65100
Hietalahti,"2h,k",kt,"57,00",49000,860,1962,2/2,ei,,oma,D2018,Kaksiot,65100
Keskusta,"2h, kt",kt,"54,00",86000,1593,1985,3/3,on,,oma,D2018,Kaksiot,65100
Keskusta,"2h, kk + 2 parv...",kt,"60,00",197500,3292,1952,2/7,on,,oma,F2013,Kaksiot,65100
Keskusta,"2h, k",kt,"56,50",133000,2354,1974,3/6,on,hyvä,oma,E2013,Kaksiot,65100
Hietalahti,"2h, kk",kt,"40,00",63000,1575,1958,2/4,ei,tyyd.,vuokra,E2018,Kaksiot,65100
Hietalahti,"2h, kk",kt,"41,00",59000,1439,1964,3/4,on,,vuokra,D2018,Kaksiot,65100
Hietalahti,"2h, k",kt,"53,00",70000,1321,1964,3/4,on,,vuokra,D2018,Kaksiot,65100
Keskusta,"2h, k, s",kt,"64,00",110000,1719,1979,3/3,ei,,oma,D2018,Kaksiot,65100
Hietalahti,2h+k+alk,kt,"50,00",73000,1460,1960,1/3,ei,tyyd.,vuokra,E,Kaksiot,65100
Keskusta,"2h,kt,kph,",kt,"35,00",125000,3571,2022,2/4,ei,hyvä,oma,B,Kaksiot,65100
Keskusta,"2h, kk, s",kt,"44,00",148000,3364,2013,1/2,on,,oma,B2018,Kaksiot,65100
Keskusta,"2h, k",kt,"52,00",100000,1923,1964,2/7,on,tyyd.,oma,E2013,Kaksiot,65100
Keskusta,"2h, kk",kt,"43,00",116500,2709,1964,5/7,on,tyyd.,oma,F2013,Kaksiot,65100
Keskusta,"mh, oh, ruokail...",rt,"51,00",59000,1157,1930,2/2,ei,tyyd.,oma,,Kaksiot,65100
Keskusta,"2h, k, s, viher...",kt,"68,00",242500,3566,2008,4/4,on,,oma,C2018,Kaksiot,65100
Hietalahti,"2h, kk, s",kt,"49,00",150000,3061,2008,4/5,on,hyvä,vuokra,C2018,Kaksiot,65100
Keskusta,"3h, k",kt,"73,00",171000,2342,1964,7/7,on,,oma,D2018,Kolmiot,65100
Keskusta,"3h,k,kh",kt,"69,00",115000,1667,1962,2/4,ei,hyvä,oma,E2018,Kolmiot,65100
Keskusta,"3h, k, kph",kt,"79,00",127000,1608,1958,3/3,on,tyyd.,oma,D2018,Kolmiot,65100
Keskusta,"3h, k",kt,"73,00",158000,2164,1964,7/7,on,tyyd.,oma,D2018,Kolmiot,65100
Keskusta,"3h,wc,2 parveke...",kt,"68,00",219000,3221,1952,4/7,on,tyyd.,oma,D2018,Kolmiot,65100
Keskusta,"3h, k, s (yhti&...",kt,"103,40",312000,3017,2015,5/5,on,hyvä,oma,C2007,Kolmiot,65100
Keskusta,"3h, k",kt,"71,00",160000,2254,1974,2/6,on,hyvä,oma,E2013,Kolmiot,65100
